DATE,DAT,TREAT,NO,SP,LCC,CHN,VALUE
2022/5/10,57,LN,1,1,2,Red,112
2022/5/10,57,LN,1,2,2,Red,255
2022/5/10,57,LN,1,3,2,Red,216
2022/5/10,57,LN,1,4,2,Red,140
2022/5/10,57,LN,1,5,2,Red,242
2022/5/10,57,LN,1,6,3,Red,153
2022/5/10,57,LN,1,7,3,Red,161
2022/5/10,57,LN,1,8,3,Red,178
2022/5/10,57,LN,1,9,3,Red,135
2022/5/10,57,LN,1,10,3,Red,215
2022/5/10,57,LN,1,11,4,Red,158
2022/5/10,57,LN,1,12,4,Red,149
2022/5/10,57,LN,1,13,4,Red,92
2022/5/10,57,LN,1,14,4,Red,110
2022/5/10,57,LN,1,15,4,Red,100
2022/5/10,57,LN,1,16,5,Red,86
2022/5/10,57,LN,1,17,5,Red,187
2022/5/10,57,LN,1,18,5,Red,188
2022/5/10,57,LN,1,19,5,Red,211
2022/5/10,57,LN,1,20,5,Red,135
2022/5/10,57,LN,1,21,6,Red,157
2022/5/10,57,LN,1,22,6,Red,140
2022/5/10,57,LN,1,23,6,Red,134
2022/5/10,57,LN,1,24,6,Red,143
2022/5/10,57,LN,1,25,6,Red,134
2022/5/10,57,LN,1,26,6,Red,142
2022/5/10,57,LN,1,27,6,Red,137
2022/5/10,57,LN,1,28,6,Red,147
2022/5/10,57,LN,1,29,6,Red,142
2022/5/10,57,LN,1,30,6,Red,148
2022/5/10,57,LN,1,1,2,Green,149
2022/5/10,57,LN,1,2,2,Green,193
2022/5/10,57,LN,1,3,2,Green,140
2022/5/10,57,LN,1,4,2,Green,57
2022/5/10,57,LN,1,5,2,Green,172
2022/5/10,57,LN,1,6,3,Green,71
2022/5/10,57,LN,1,7,3,Green,99
2022/5/10,57,LN,1,8,3,Green,119
2022/5/10,57,LN,1,9,3,Green,67
2022/5/10,57,LN,1,10,3,Green,157
2022/5/10,57,LN,1,11,4,Green,98
2022/5/10,57,LN,1,12,4,Green,112
2022/5/10,57,LN,1,13,4,Green,44
2022/5/10,57,LN,1,14,4,Green,69
2022/5/10,57,LN,1,15,4,Green,49
2022/5/10,57,LN,1,16,5,Green,38
2022/5/10,57,LN,1,17,5,Green,167
2022/5/10,57,LN,1,18,5,Green,163
2022/5/10,57,LN,1,19,5,Green,184
2022/5/10,57,LN,1,20,5,Green,109
2022/5/10,57,LN,1,21,6,Green,130
2022/5/10,57,LN,1,22,6,Green,82
2022/5/10,57,LN,1,23,6,Green,67
2022/5/10,57,LN,1,24,6,Green,70
2022/5/10,57,LN,1,25,6,Green,72
2022/5/10,57,LN,1,26,6,Green,69
2022/5/10,57,LN,1,27,6,Green,73
2022/5/10,57,LN,1,28,6,Green,69
2022/5/10,57,LN,1,29,6,Green,73
2022/5/10,57,LN,1,30,6,Green,79
2022/5/10,57,LN,1,1,2,Blue,80
2022/5/10,57,LN,1,2,2,Blue,226
2022/5/10,57,LN,1,3,2,Blue,180
2022/5/10,57,LN,1,4,2,Blue,102
2022/5/10,57,LN,1,5,2,Blue,208
2022/5/10,57,LN,1,6,3,Blue,116
2022/5/10,57,LN,1,7,3,Blue,130
2022/5/10,57,LN,1,8,3,Blue,148
2022/5/10,57,LN,1,9,3,Blue,102
2022/5/10,57,LN,1,10,3,Blue,186
2022/5/10,57,LN,1,11,4,Blue,128
2022/5/10,57,LN,1,12,4,Blue,128
2022/5/10,57,LN,1,13,4,Blue,67
2022/5/10,57,LN,1,14,4,Blue,87
2022/5/10,57,LN,1,15,4,Blue,74
2022/5/10,57,LN,1,16,5,Blue,60
2022/5/10,57,LN,1,17,5,Blue,174
2022/5/10,57,LN,1,18,5,Blue,173
2022/5/10,57,LN,1,19,5,Blue,195
2022/5/10,57,LN,1,20,5,Blue,119
2022/5/10,57,LN,1,21,6,Blue,141
2022/5/10,57,LN,1,22,6,Blue,109
2022/5/10,57,LN,1,23,6,Blue,99
2022/5/10,57,LN,1,24,6,Blue,106
2022/5/10,57,LN,1,25,6,Blue,101
2022/5/10,57,LN,1,26,6,Blue,105
2022/5/10,57,LN,1,27,6,Blue,104
2022/5/10,57,LN,1,28,6,Blue,107
2022/5/10,57,LN,1,29,6,Blue,107
2022/5/10,57,LN,1,30,6,Blue,113
