DATE,DAT,TREAT,NO,SP,LCC,CHN,VALUE
2022/5/10,57,LN,3,1,2,Red,102
2022/5/10,57,LN,3,2,2,Red,161
2022/5/10,57,LN,3,3,2,Red,169
2022/5/10,57,LN,3,4,2,Red,169
2022/5/10,57,LN,3,5,2,Red,200
2022/5/10,57,LN,3,6,3,Red,163
2022/5/10,57,LN,3,7,3,Red,144
2022/5/10,57,LN,3,8,3,Red,151
2022/5/10,57,LN,3,9,3,Red,147
2022/5/10,57,LN,3,10,3,Red,144
2022/5/10,57,LN,3,11,4,Red,144
2022/5/10,57,LN,3,12,4,Red,116
2022/5/10,57,LN,3,13,4,Red,127
2022/5/10,57,LN,3,14,4,Red,112
2022/5/10,57,LN,3,15,4,Red,103
2022/5/10,57,LN,3,16,5,Red,97
2022/5/10,57,LN,3,17,5,Red,76
2022/5/10,57,LN,3,18,5,Red,88
2022/5/10,57,LN,3,19,5,Red,95
2022/5/10,57,LN,3,20,5,Red,95
2022/5/10,57,LN,3,21,6,Red,107
2022/5/10,57,LN,3,22,6,Red,160
2022/5/10,57,LN,3,23,6,Red,184
2022/5/10,57,LN,3,24,6,Red,153
2022/5/10,57,LN,3,25,6,Red,139
2022/5/10,57,LN,3,26,6,Red,153
2022/5/10,57,LN,3,27,6,Red,137
2022/5/10,57,LN,3,28,6,Red,161
2022/5/10,57,LN,3,29,6,Red,176
2022/5/10,57,LN,3,30,6,Red,151
2022/5/10,57,LN,3,1,2,Green,138
2022/5/10,57,LN,3,2,2,Green,56
2022/5/10,57,LN,3,3,2,Green,74
2022/5/10,57,LN,3,4,2,Green,64
2022/5/10,57,LN,3,5,2,Green,99
2022/5/10,57,LN,3,6,3,Green,61
2022/5/10,57,LN,3,7,3,Green,66
2022/5/10,57,LN,3,8,3,Green,72
2022/5/10,57,LN,3,9,3,Green,69
2022/5/10,57,LN,3,10,3,Green,66
2022/5/10,57,LN,3,11,4,Green,66
2022/5/10,57,LN,3,12,4,Green,62
2022/5/10,57,LN,3,13,4,Green,71
2022/5/10,57,LN,3,14,4,Green,56
2022/5/10,57,LN,3,15,4,Green,49
2022/5/10,57,LN,3,16,5,Green,46
2022/5/10,57,LN,3,17,5,Green,31
2022/5/10,57,LN,3,18,5,Green,41
2022/5/10,57,LN,3,19,5,Green,51
2022/5/10,57,LN,3,20,5,Green,50
2022/5/10,57,LN,3,21,6,Green,63
2022/5/10,57,LN,3,22,6,Green,75
2022/5/10,57,LN,3,23,6,Green,97
2022/5/10,57,LN,3,24,6,Green,81
2022/5/10,57,LN,3,25,6,Green,69
2022/5/10,57,LN,3,26,6,Green,74
2022/5/10,57,LN,3,27,6,Green,66
2022/5/10,57,LN,3,28,6,Green,79
2022/5/10,57,LN,3,29,6,Green,103
2022/5/10,57,LN,3,30,6,Green,74
2022/5/10,57,LN,3,1,2,Blue,64
2022/5/10,57,LN,3,2,2,Blue,111
2022/5/10,57,LN,3,3,2,Blue,122
2022/5/10,57,LN,3,4,2,Blue,119
2022/5/10,57,LN,3,5,2,Blue,151
2022/5/10,57,LN,3,6,3,Blue,113
2022/5/10,57,LN,3,7,3,Blue,104
2022/5/10,57,LN,3,8,3,Blue,111
2022/5/10,57,LN,3,9,3,Blue,107
2022/5/10,57,LN,3,10,3,Blue,104
2022/5/10,57,LN,3,11,4,Blue,104
2022/5/10,57,LN,3,12,4,Blue,86
2022/5/10,57,LN,3,13,4,Blue,97
2022/5/10,57,LN,3,14,4,Blue,82
2022/5/10,57,LN,3,15,4,Blue,73
2022/5/10,57,LN,3,16,5,Blue,69
2022/5/10,57,LN,3,17,5,Blue,50
2022/5/10,57,LN,3,18,5,Blue,61
2022/5/10,57,LN,3,19,5,Blue,70
2022/5/10,57,LN,3,20,5,Blue,69
2022/5/10,57,LN,3,21,6,Blue,80
2022/5/10,57,LN,3,22,6,Blue,119
2022/5/10,57,LN,3,23,6,Blue,142
2022/5/10,57,LN,3,24,6,Blue,117
2022/5/10,57,LN,3,25,6,Blue,103
2022/5/10,57,LN,3,26,6,Blue,114
2022/5/10,57,LN,3,27,6,Blue,100
2022/5/10,57,LN,3,28,6,Blue,120
2022/5/10,57,LN,3,29,6,Blue,139
2022/5/10,57,LN,3,30,6,Blue,113
