DATE,DAT,TREAT,NO,SP,LCC,CHN,VALUE
2022/5/17,64,LN,1,1,2,Red,54
2022/5/17,64,LN,1,2,2,Red,178
2022/5/17,64,LN,1,3,2,Red,182
2022/5/17,64,LN,1,4,2,Red,172
2022/5/17,64,LN,1,5,2,Red,184
2022/5/17,64,LN,1,6,3,Red,158
2022/5/17,64,LN,1,7,3,Red,167
2022/5/17,64,LN,1,8,3,Red,154
2022/5/17,64,LN,1,9,3,Red,156
2022/5/17,64,LN,1,10,3,Red,148
2022/5/17,64,LN,1,11,4,Red,158
2022/5/17,64,LN,1,12,4,Red,131
2022/5/17,64,LN,1,13,4,Red,152
2022/5/17,64,LN,1,14,4,Red,132
2022/5/17,64,LN,1,15,4,Red,131
2022/5/17,64,LN,1,16,5,Red,116
2022/5/17,64,LN,1,17,5,Red,118
2022/5/17,64,LN,1,18,5,Red,110
2022/5/17,64,LN,1,19,5,Red,108
2022/5/17,64,LN,1,20,5,Red,115
2022/5/17,64,LN,1,21,6,Red,120
2022/5/17,64,LN,1,22,6,Red,141
2022/5/17,64,LN,1,23,6,Red,141
2022/5/17,64,LN,1,24,6,Red,130
2022/5/17,64,LN,1,25,6,Red,135
2022/5/17,64,LN,1,26,6,Red,139
2022/5/17,64,LN,1,27,6,Red,126
2022/5/17,64,LN,1,28,6,Red,124
2022/5/17,64,LN,1,29,6,Red,144
2022/5/17,64,LN,1,30,6,Red,117
2022/5/17,64,LN,1,1,2,Green,98
2022/5/17,64,LN,1,2,2,Green,100
2022/5/17,64,LN,1,3,2,Green,103
2022/5/17,64,LN,1,4,2,Green,88
2022/5/17,64,LN,1,5,2,Green,91
2022/5/17,64,LN,1,6,3,Green,76
2022/5/17,64,LN,1,7,3,Green,116
2022/5/17,64,LN,1,8,3,Green,101
2022/5/17,64,LN,1,9,3,Green,101
2022/5/17,64,LN,1,10,3,Green,93
2022/5/17,64,LN,1,11,4,Green,103
2022/5/17,64,LN,1,12,4,Green,100
2022/5/17,64,LN,1,13,4,Green,121
2022/5/17,64,LN,1,14,4,Green,99
2022/5/17,64,LN,1,15,4,Green,97
2022/5/17,64,LN,1,16,5,Green,82
2022/5/17,64,LN,1,17,5,Green,101
2022/5/17,64,LN,1,18,5,Green,93
2022/5/17,64,LN,1,19,5,Green,86
2022/5/17,64,LN,1,20,5,Green,93
2022/5/17,64,LN,1,21,6,Green,98
2022/5/17,64,LN,1,22,6,Green,75
2022/5/17,64,LN,1,23,6,Green,65
2022/5/17,64,LN,1,24,6,Green,64
2022/5/17,64,LN,1,25,6,Green,63
2022/5/17,64,LN,1,26,6,Green,79
2022/5/17,64,LN,1,27,6,Green,57
2022/5/17,64,LN,1,28,6,Green,65
2022/5/17,64,LN,1,29,6,Green,85
2022/5/17,64,LN,1,30,6,Green,60
2022/5/17,64,LN,1,1,2,Blue,37
2022/5/17,64,LN,1,2,2,Blue,136
2022/5/17,64,LN,1,3,2,Blue,141
2022/5/17,64,LN,1,4,2,Blue,128
2022/5/17,64,LN,1,5,2,Blue,136
2022/5/17,64,LN,1,6,3,Blue,114
2022/5/17,64,LN,1,7,3,Blue,137
2022/5/17,64,LN,1,8,3,Blue,123
2022/5/17,64,LN,1,9,3,Blue,125
2022/5/17,64,LN,1,10,3,Blue,117
2022/5/17,64,LN,1,11,4,Blue,127
2022/5/17,64,LN,1,12,4,Blue,110
2022/5/17,64,LN,1,13,4,Blue,131
2022/5/17,64,LN,1,14,4,Blue,110
2022/5/17,64,LN,1,15,4,Blue,109
2022/5/17,64,LN,1,16,5,Blue,94
2022/5/17,64,LN,1,17,5,Blue,103
2022/5/17,64,LN,1,18,5,Blue,95
2022/5/17,64,LN,1,19,5,Blue,91
2022/5/17,64,LN,1,20,5,Blue,98
2022/5/17,64,LN,1,21,6,Blue,103
2022/5/17,64,LN,1,22,6,Blue,102
2022/5/17,64,LN,1,23,6,Blue,100
2022/5/17,64,LN,1,24,6,Blue,91
2022/5/17,64,LN,1,25,6,Blue,94
2022/5/17,64,LN,1,26,6,Blue,103
2022/5/17,64,LN,1,27,6,Blue,86
2022/5/17,64,LN,1,28,6,Blue,90
2022/5/17,64,LN,1,29,6,Blue,109
2022/5/17,64,LN,1,30,6,Blue,85
