DATE,DAT,TREAT,NO,SP,LCC,CHN,VALUE
2022/5/17,64,HN,3,1,2,Red,95
2022/5/17,64,HN,3,2,2,Red,194
2022/5/17,64,HN,3,3,2,Red,190
2022/5/17,64,HN,3,4,2,Red,184
2022/5/17,64,HN,3,5,2,Red,187
2022/5/17,64,HN,3,6,3,Red,211
2022/5/17,64,HN,3,7,3,Red,181
2022/5/17,64,HN,3,8,3,Red,184
2022/5/17,64,HN,3,9,3,Red,193
2022/5/17,64,HN,3,10,3,Red,192
2022/5/17,64,HN,3,11,4,Red,198
2022/5/17,64,HN,3,12,4,Red,186
2022/5/17,64,HN,3,13,4,Red,173
2022/5/17,64,HN,3,14,4,Red,147
2022/5/17,64,HN,3,15,4,Red,159
2022/5/17,64,HN,3,16,5,Red,167
2022/5/17,64,HN,3,17,5,Red,190
2022/5/17,64,HN,3,18,5,Red,190
2022/5/17,64,HN,3,19,5,Red,173
2022/5/17,64,HN,3,20,5,Red,145
2022/5/17,64,HN,3,21,6,Red,158
2022/5/17,64,HN,3,22,6,Red,178
2022/5/17,64,HN,3,23,6,Red,163
2022/5/17,64,HN,3,24,6,Red,164
2022/5/17,64,HN,3,25,6,Red,163
2022/5/17,64,HN,3,26,6,Red,161
2022/5/17,64,HN,3,27,6,Red,166
2022/5/17,64,HN,3,28,6,Red,165
2022/5/17,64,HN,3,29,6,Red,151
2022/5/17,64,HN,3,30,6,Red,159
2022/5/17,64,HN,3,1,2,Green,147
2022/5/17,64,HN,3,2,2,Green,89
2022/5/17,64,HN,3,3,2,Green,87
2022/5/17,64,HN,3,4,2,Green,81
2022/5/17,64,HN,3,5,2,Green,81
2022/5/17,64,HN,3,6,3,Green,105
2022/5/17,64,HN,3,7,3,Green,119
2022/5/17,64,HN,3,8,3,Green,122
2022/5/17,64,HN,3,9,3,Green,129
2022/5/17,64,HN,3,10,3,Green,132
2022/5/17,64,HN,3,11,4,Green,134
2022/5/17,64,HN,3,12,4,Green,141
2022/5/17,64,HN,3,13,4,Green,130
2022/5/17,64,HN,3,14,4,Green,103
2022/5/17,64,HN,3,15,4,Green,115
2022/5/17,64,HN,3,16,5,Green,122
2022/5/17,64,HN,3,17,5,Green,167
2022/5/17,64,HN,3,18,5,Green,168
2022/5/17,64,HN,3,19,5,Green,149
2022/5/17,64,HN,3,20,5,Green,121
2022/5/17,64,HN,3,21,6,Green,134
2022/5/17,64,HN,3,22,6,Green,103
2022/5/17,64,HN,3,23,6,Green,89
2022/5/17,64,HN,3,24,6,Green,92
2022/5/17,64,HN,3,25,6,Green,95
2022/5/17,64,HN,3,26,6,Green,93
2022/5/17,64,HN,3,27,6,Green,97
2022/5/17,64,HN,3,28,6,Green,102
2022/5/17,64,HN,3,29,6,Green,88
2022/5/17,64,HN,3,30,6,Green,97
2022/5/17,64,HN,3,1,2,Blue,85
2022/5/17,64,HN,3,2,2,Blue,140
2022/5/17,64,HN,3,3,2,Blue,137
2022/5/17,64,HN,3,4,2,Blue,131
2022/5/17,64,HN,3,5,2,Blue,132
2022/5/17,64,HN,3,6,3,Blue,156
2022/5/17,64,HN,3,7,3,Blue,144
2022/5/17,64,HN,3,8,3,Blue,148
2022/5/17,64,HN,3,9,3,Blue,156
2022/5/17,64,HN,3,10,3,Blue,156
2022/5/17,64,HN,3,11,4,Blue,161
2022/5/17,64,HN,3,12,4,Blue,157
2022/5/17,64,HN,3,13,4,Blue,144
2022/5/17,64,HN,3,14,4,Blue,119
2022/5/17,64,HN,3,15,4,Blue,131
2022/5/17,64,HN,3,16,5,Blue,138
2022/5/17,64,HN,3,17,5,Blue,170
2022/5/17,64,HN,3,18,5,Blue,171
2022/5/17,64,HN,3,19,5,Blue,153
2022/5/17,64,HN,3,20,5,Blue,125
2022/5/17,64,HN,3,21,6,Blue,138
2022/5/17,64,HN,3,22,6,Blue,132
2022/5/17,64,HN,3,23,6,Blue,119
2022/5/17,64,HN,3,24,6,Blue,120
2022/5/17,64,HN,3,25,6,Blue,121
2022/5/17,64,HN,3,26,6,Blue,119
2022/5/17,64,HN,3,27,6,Blue,124
2022/5/17,64,HN,3,28,6,Blue,125
2022/5/17,64,HN,3,29,6,Blue,111
2022/5/17,64,HN,3,30,6,Blue,120
