"PVE","PC","cumPVE"
72.2920393231336,1,72.2920393231336
10.8382811866724,2,83.130320509806
8.16277709417726,3,91.2930976039832
5.72184724847513,4,97.0149448524584
2.5784478757507,5,99.5933927282091
0.209961059815707,6,99.8033537880248
0.117036286521605,7,99.9203900745464
0.0565852955978505,8,99.9769753701442
0.0113785705626716,9,99.9883539407069
0.00869379733040941,10,99.9970477380373
0.00214492893703174,11,99.9991926669743
0.000807333025656626,12,100
