"PVE","PC","cumPVE"
71.9318687546089,1,71.9318687546089
8.44108002993219,2,80.3729487845411
5.47117037345238,3,85.8441191579934
7.65867757506604,4,93.5027967330595
4.42587828214572,5,97.9286750152052
1.8381790913993,6,99.7668541066045
0.126695887117579,7,99.8935499937221
0.0796853065408799,8,99.973235300263
0.0122711675452508,9,99.9855064678082
0.00257268915782415,10,99.988079156966
0.0107872114714016,11,99.9988663684374
0.00113363156257239,12,100
